,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MID,u_warm,u_gn,u_sincere,u_friendly,u_wi,u_trustworthy,u_competent,u_confident,u_intel,u_capable,u_efficient,u_skillful,uval,t_warm,t_gn,t_sincere,t_friendly,t_wi,t_trustworthy,t_competent,t_confident,t_intel,t_capable,t_efficient,t_skillful,tval,Q29,age,gender
278,R_1GiMCJjIm6vylOB,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:07:29,2014-08-06 12:13:50,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,46.0,2.0
279,R_0dOpW7744ogMfyZ,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:12:49,2014-08-06 12:20:42,1.0,removed,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,,,,,,,,,,,,,,,33.0,1.0
280,R_8Idk0yxHNxGiv4h,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:14:36,2014-08-06 12:18:16,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,29.0,2.0
281,R_4HhZWCnTRkHTETb,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:19:50,2014-08-06 12:25:06,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,55.0,2.0
282,R_cU8EJ3FbjkG2qLr,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:22:51,2014-08-06 12:26:57,1.0,removed,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,25.0,2.0
283,R_6MsdPwz09x8RTTf,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:24:48,2014-08-06 12:28:40,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,,26.0,1.0
284,R_5iHV3vNWWrkIZlH,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:35:45,2014-08-06 12:42:18,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,60.0,2.0
285,R_bPhkjJPV7nhFraR,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:41:47,2014-08-06 12:47:08,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,25.0,2.0
286,R_bmc0GGe1TK41lWt,Default Response Set,Anonymous,,,removed,0,2014-08-06 12:42:18,2014-08-06 12:50:18,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,,,,,,,,,,,,,,,45.0,1.0
287,R_3BPYgSyGCHkj4up,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:03:49,2014-08-06 13:07:22,1.0,removed,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,31.0,1.0
288,R_9ZHjpbU1qMtzP2R,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:15:02,2014-08-06 13:20:17,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,6.0,,,,,,,,,,,,,,,30.0,2.0
289,R_1zUsAmKEGc4u1Zr,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:16:42,2014-08-06 13:22:33,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,23.0,2.0
290,R_aaWUXoHr56CgvAx,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:21:09,2014-08-06 13:25:04,1.0,removed,,,,,,,,,,,,,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,6.0,,28.0,2.0
291,R_5Bf7vQMeiT37sWx,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:24:56,2014-08-06 13:31:22,1.0,removed,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,60.0,2.0
292,R_bf5XhIT7SL7imIR,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:38:02,2014-08-06 13:48:01,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,,,,,,,,,,,,,,,45.0,2.0
293,R_bqkjGoukx3izwQR,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:46:41,2014-08-06 13:51:20,0.0,removed,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,33.0,2.0
294,R_eaezEspcldlXNKR,Default Response Set,Anonymous,,,removed,0,2014-08-06 13:57:59,2014-08-06 14:00:03,1.0,removed,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,,,,,,,,,,,,,,,23.0,1.0
295,R_2gzMztNjw00TwAR,Default Response Set,Anonymous,,,removed,0,2014-08-06 14:19:09,2014-08-06 14:21:50,1.0,removed,,,,,,,,,,,,,,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,,19.0,2.0
296,R_egFtjasXhOeL59b,Default Response Set,Anonymous,,,removed,0,2014-08-06 14:20:45,2014-08-06 14:34:23,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,6.0,,,,,,,,,,,,,,,51.0,2.0
297,R_beGwYASGH75H2Cx,Default Response Set,Anonymous,,,removed,0,2014-08-06 14:25:21,2014-08-06 14:29:59,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,30.0,2.0
298,R_cNpNttjdi7v7N6B,Default Response Set,Anonymous,,,removed,0,2014-08-06 14:31:19,2014-08-06 14:40:18,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,33.0,1.0
299,R_b4tjdSmPnLfpv4V,Default Response Set,Anonymous,,,removed,0,2014-08-06 14:41:41,2014-08-06 14:47:10,1.0,removed,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,46.0,1.0
300,R_digLGQPdWjWdW1T,Default Response Set,Anonymous,,,removed,0,2014-08-06 14:46:23,2014-08-06 14:57:14,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,32.0,1.0
301,R_56ziWCJcLvlU6Ut,Default Response Set,Anonymous,,,removed,0,2014-08-06 15:00:53,2014-08-06 15:05:38,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,,49.0,2.0
302,R_8HCxt8MlKKuSPZP,Default Response Set,Anonymous,,,removed,0,2014-08-06 15:32:50,2014-08-06 15:36:33,1.0,removed,2.0,2.0,5.0,1.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,26.0,2.0
303,R_et9QnTWNKmRGVW5,Default Response Set,Anonymous,,,removed,0,2014-08-06 15:34:34,2014-08-06 15:38:19,1.0,removed,,,,,,,,,,,,,,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,7.0,,24.0,2.0
304,R_9AEwndgBOaoXOND,Default Response Set,Anonymous,,,removed,0,2014-08-06 15:43:54,2014-08-06 15:48:55,1.0,removed,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,25.0,1.0
305,R_9of9vMy9CH9OuS9,Default Response Set,Anonymous,,,removed,0,2014-08-06 15:51:49,2014-08-06 15:54:31,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,27.0,1.0
306,R_0dmBKmnUk5nz5GZ,Default Response Set,Anonymous,,,removed,0,2014-08-06 15:55:30,2014-08-06 15:59:30,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,28.0,1.0
307,R_4NKCLekCpHI8WZD,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:11:47,2014-08-06 16:17:56,1.0,removed,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,,,,,,,,,,,,,,,33.0,1.0
308,R_eQaUCSUo1Ne5rc9,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:15:12,2014-08-06 16:19:45,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,,24.0,1.0
309,R_d4CQjnAmAifFTNj,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:31:27,2014-08-06 16:40:15,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,,40.0,1.0
310,R_eeRJv0dxJtxYQBv,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:31:29,2014-08-06 16:40:43,0.0,removed,,,,,,,,,,,,,,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,,64.0,2.0
311,R_6VyRMhNaCZHf9wV,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:36:53,2014-08-06 16:42:38,1.0,removed,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,22.0,1.0
312,R_bOv1uKb0Dm5ybUV,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:49:48,2014-08-06 16:53:11,1.0,removed,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,,,,,,,,,,,,,,,19.0,1.0
313,R_a5A0Ski9rhcClKd,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:52:35,2014-08-06 16:58:48,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,21.0,2.0
314,R_3V6hH54GcqqGdNj,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:55:44,2014-08-06 16:56:38,0.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,
315,R_bfukdCjHhGf5YkB,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:56:04,2014-08-06 17:00:33,1.0,removed,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,6.0,,18.0,1.0
316,R_3mjUJiCBm8jxgIB,Default Response Set,Anonymous,,,removed,0,2014-08-06 16:57:17,2014-08-06 17:02:58,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,58.0,2.0
317,R_7P5UZzW9I7OMUFD,Default Response Set,Anonymous,,,removed,0,2014-08-06 17:34:35,2014-08-06 17:40:24,1.0,removed,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,7.0,,,,,,,,,,,,,,,27.0,1.0
318,R_0ccKDT26hdHTdCR,Default Response Set,Anonymous,,,removed,0,2014-08-06 17:34:39,2014-08-06 17:38:13,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,26.0,1.0
319,R_bfvL4WJujVh5oGx,Default Response Set,Anonymous,,,removed,0,2014-08-06 18:10:28,2014-08-06 18:13:34,1.0,removed,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,34.0,2.0
320,R_0PQWgWIkd6TtaVT,Default Response Set,Anonymous,,,removed,0,2014-08-06 18:27:19,2014-08-06 18:33:38,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,39.0,2.0
321,R_6FmKhryTSv5TlSl,Default Response Set,Anonymous,,,removed,0,2014-08-06 18:34:53,2014-08-06 18:40:00,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,59.0,2.0
322,R_bE0j3rGKuepRTYF,Default Response Set,Anonymous,,,removed,0,2014-08-06 18:44:00,2014-08-06 18:50:54,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,,24.0,2.0
323,R_7WeXqO1ME6xtlPv,Default Response Set,Anonymous,,,removed,0,2014-08-06 18:56:47,2014-08-06 19:01:54,1.0,removed,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,45.0,2.0
324,R_6FDY6DOMqp5AlhP,Default Response Set,Anonymous,,,removed,0,2014-08-06 19:05:44,2014-08-06 19:08:49,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,6.0,,18.0,1.0
325,R_71BW0MbvDkV143z,Default Response Set,Anonymous,,,removed,0,2014-08-06 19:12:36,2014-08-06 19:15:02,1.0,removed,,,,,,,,,,,,,,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,,24.0,2.0
326,R_1GLdJitlHv3mY9T,Default Response Set,Anonymous,,,removed,0,2014-08-06 19:24:45,2014-08-06 19:25:39,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,R_0AEfZHtnnOTzGlv,Default Response Set,Anonymous,,,removed,0,2014-08-06 19:27:02,2014-08-06 19:27:42,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,R_2ht9iSyZl5k7fs9,Default Response Set,Anonymous,,,removed,0,2014-08-06 19:46:45,2014-08-06 19:48:59,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,R_0xNnh5M69Lul4Hz,Default Response Set,Anonymous,,,removed,0,2014-08-06 19:49:02,2014-08-06 19:52:18,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,36.0,2.0
330,R_3K9E38NcOsvRmPX,Default Response Set,Anonymous,,,removed,0,2014-08-06 19:56:53,2014-08-06 19:57:21,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,R_0cwa7NsOMGPGjSR,Default Response Set,Anonymous,,,removed,0,2014-08-06 20:08:19,2014-08-06 20:13:30,1.0,removed,,,,,,,,,,,,,,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,7.0,,27.0,1.0
332,R_3s1fnJ5fZmMRx9H,Default Response Set,Anonymous,,,removed,0,2014-08-06 20:39:11,2014-08-06 20:43:29,1.0,removed,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,6.0,,,,,,,,,,,,,,,32.0,1.0
333,R_2boF3I4aCdtZW6h,Default Response Set,Anonymous,,,removed,0,2014-08-06 21:25:49,2014-08-06 21:32:58,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,6.0,,30.0,1.0
334,R_dmvbrvcPT2yMpxP,Default Response Set,Anonymous,,,removed,0,2014-08-06 21:49:17,2014-08-06 21:54:35,1.0,removed,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,,,,,,,,,,,,,,,27.0,2.0
335,R_d6Jz4YfTTkQt3Br,Default Response Set,Anonymous,,,removed,0,2014-08-06 21:51:31,2014-08-06 21:56:06,1.0,removed,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,,22.0,2.0
336,R_cMGTNLsQ2qDRJTD,Default Response Set,Anonymous,,,removed,0,2014-08-06 22:00:08,2014-08-06 22:02:34,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,26.0,1.0
337,R_5nd2Z9Qnc8AIoip,Default Response Set,Anonymous,,,removed,0,2014-08-06 22:33:39,2014-08-06 22:46:08,1.0,removed,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,,56.0,2.0
338,R_egnXdrUkqZGrJ3v,Default Response Set,Anonymous,,,removed,0,2014-08-06 22:35:41,2014-08-06 22:38:04,1.0,removed,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,30.0,1.0
339,R_1GlWVoQM8QyifEV,Default Response Set,Anonymous,,,removed,0,2014-08-06 22:55:14,2014-08-06 23:14:17,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,30.0,2.0
340,R_eg0nc4xyiiPGZxz,Default Response Set,Anonymous,,,removed,0,2014-08-06 23:03:28,2014-08-06 23:09:42,1.0,removed,,,,,,,,,,,,,,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,,41.0,2.0
341,R_4Zb1XbL2YKzmKbj,Default Response Set,Anonymous,,,removed,0,2014-08-06 23:05:13,2014-08-06 23:13:35,1.0,removed,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,36.0,1.0
342,R_cAagPHkYRhgTBdj,Default Response Set,Anonymous,,,removed,0,2014-08-06 23:09:36,2014-08-06 23:15:51,1.0,removed,,,,,,,,,,,,,,3.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,6.0,,50.0,1.0
343,R_eV7I0tr9Ub8MgEB,Default Response Set,Anonymous,,,removed,0,2014-08-06 23:13:24,2014-08-06 23:19:23,1.0,removed,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,,,,,,,,,,,,,,,67.0,1.0
344,R_29lOk8aw3oxRUpv,Default Response Set,Anonymous,,,removed,0,2014-08-06 23:16:32,2014-08-06 23:26:06,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,36.0,2.0
345,R_9WxKCzqOq2uCPPv,Default Response Set,Anonymous,,,removed,0,2014-08-06 23:39:33,2014-08-06 23:44:12,0.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,44.0,2.0
346,R_djuVaupH1kDcbnD,Default Response Set,Anonymous,,,removed,0,2014-08-07 00:00:47,2014-08-07 00:11:44,1.0,removed,,,,,,,,,,,,,,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,,33.0,1.0
347,R_bPDP7zTnM9pESI5,Default Response Set,Anonymous,,,removed,0,2014-08-07 00:01:00,2014-08-07 00:04:15,1.0,removed,,,,,,,,,,,,,,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,7.0,,29.0,1.0
348,R_0iHzclfnR6FjqZf,Default Response Set,Anonymous,,,removed,0,2014-08-07 00:03:06,2014-08-07 00:08:11,1.0,removed,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,,,,,,,,,,,,,,,55.0,1.0
349,R_cMZhjjAy0ZmWznD,Default Response Set,Anonymous,,,removed,0,2014-08-07 00:07:14,2014-08-07 00:10:42,1.0,removed,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,6.0,,,,,,,,,,,,,,,23.0,2.0
350,R_1EOF23SF5sjnq4t,Default Response Set,Anonymous,,,removed,0,2014-08-07 00:59:06,2014-08-07 01:03:29,1.0,removed,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,,21.0,2.0
351,R_3qLj0i1ydFIJSkd,Default Response Set,Anonymous,,,removed,0,2014-08-07 01:42:03,2014-08-07 01:48:52,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,57.0,2.0
352,R_23RyxWkvRbnB75X,Default Response Set,Anonymous,,,removed,0,2014-08-07 01:59:23,2014-08-07 02:05:35,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,6.0,,42.0,2.0
353,R_6LiCYbsX35vXV2t,Default Response Set,Anonymous,,,removed,0,2014-08-07 03:24:21,2014-08-07 03:30:55,0.0,removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,R_3vBJBTYUeNvs6vH,Default Response Set,Anonymous,,,removed,0,2014-08-07 03:26:35,2014-08-07 03:34:07,1.0,removed,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,27.0,2.0
355,R_8v2kPQQC93YX3KZ,Default Response Set,Anonymous,,,removed,0,2014-08-07 03:34:39,2014-08-07 03:46:45,1.0,removed,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,7.0,,,,,,,,,,,,,,,33.0,2.0
356,R_9tvyDmwwjjHFYqN,Default Response Set,Anonymous,,,removed,0,2014-08-07 03:44:47,2014-08-07 03:54:28,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,,38.0,2.0
357,R_6lkkaMjQynW9vMx,Default Response Set,Anonymous,,,removed,0,2014-08-07 04:19:17,2014-08-07 04:29:12,1.0,removed,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,25.0,2.0
358,R_6nUL1aM46OOLix7,Default Response Set,Anonymous,,,removed,0,2014-08-07 07:06:20,2014-08-07 07:12:47,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,51.0,1.0
359,R_afNYB2iMymistYV,Default Response Set,Anonymous,,,removed,0,2014-08-07 07:40:53,2014-08-07 07:45:12,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,,36.0,1.0
360,R_2n3zqO1OIMtGVs9,Default Response Set,Anonymous,,,removed,0,2014-08-07 08:45:02,2014-08-07 08:49:24,1.0,removed,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,,,,,,,,,,,,,,,19.0,1.0
361,R_a3Rdz4ykbPxLHr7,Default Response Set,Anonymous,,,removed,0,2014-08-07 09:02:12,2014-08-07 09:06:30,1.0,removed,,,,,,,,,,,,,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,49.0,1.0
362,R_003oE6HaxP2pHq5,Default Response Set,Anonymous,,,removed,0,2014-08-07 10:54:07,2014-08-07 11:05:05,1.0,removed,,,,,,,,,,,,,,2.0,1.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,1.0,6.0,,51.0,1.0
363,R_6rK6K7kAENPmxX7,Default Response Set,Anonymous,,,removed,0,2014-08-07 11:01:15,2014-08-07 11:05:23,1.0,removed,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,,,,,,,,,,,,,,,27.0,1.0
364,R_6J4zgGzHVOX3iEB,Default Response Set,Anonymous,,,removed,0,2014-08-07 11:03:46,2014-08-07 11:07:29,1.0,removed,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,,38.0,1.0
365,R_37pkfWvH8Hj7QCp,Default Response Set,Anonymous,,,removed,0,2014-08-07 11:38:00,2014-08-07 11:47:38,1.0,removed,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,6.0,,,,,,,,,,,,,,,32.0,1.0
366,R_9AWILuQXaAFeTMp,Default Response Set,Anonymous,,,removed,0,2014-08-07 11:52:06,2014-08-07 11:54:55,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,30.0,2.0
367,R_74CXDxbQO6TLmpn,Default Response Set,Anonymous,,,removed,0,2014-08-07 12:00:18,2014-08-07 12:06:34,1.0,removed,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,41.0,2.0
368,R_cSngBvskGNZ1fV3,Default Response Set,Anonymous,,,removed,0,2014-08-07 12:06:02,2014-08-07 12:14:30,1.0,removed,,,,,,,,,,,,,,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,,50.0,1.0
369,R_dg84lkjnlUYLeJf,Default Response Set,Anonymous,,,removed,0,2014-08-07 12:38:55,2014-08-07 12:42:48,1.0,removed,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,35.0,2.0
370,R_cLRwtGy9MHeowmx,Default Response Set,Anonymous,,,removed,0,2014-08-07 12:45:37,2014-08-07 12:50:04,1.0,removed,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,35.0,1.0
371,R_9mN6sGxUCShoVGl,Default Response Set,Anonymous,,,removed,0,2014-08-07 13:12:11,2014-08-07 13:15:55,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,,33.0,1.0
372,R_cYcrN8TYvACCu1f,Default Response Set,Anonymous,,,removed,0,2014-08-07 13:30:54,2014-08-07 13:40:54,1.0,removed,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,64.0,2.0
